prompt,response,confidence,correct,model
lung hypoinflation in lung,lung hypoinflation in lung,0.94921875,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,calcified granuloma,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,calcified granuloma,0.1376953125,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,calcified granuloma,0.90625,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,calcified granuloma,0.9609375,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,calcified granuloma,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.169921875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.5546875,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.1494140625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.91796875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.61328125,1,Qwen2.5-7B-Instruct-finetuned
calcified granuloma,calcified granuloma,0.9609375,0,Qwen2.5-7B-Instruct-finetuned
calcified granuloma,calcified granuloma,0.70703125,0,Qwen2.5-7B-Instruct-finetuned
calcified granuloma,calcified granuloma,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
calcified granuloma,calcified granuloma,0.51171875,0,Qwen2.5-7B-Instruct-finetuned
calcified granuloma,calcified granuloma,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.1494140625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.91796875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,cicatrix,0.61328125,1,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.3203125,0,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.96484375,1,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.9765625,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.2431640625,0,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.9765625,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,1.0,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,1.0,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.359375,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.94921875,1,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
normal,foreign bodies,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,foreign bodies,0.1611328125,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
cicatrix,bronchiectasis,0.169921875,0,Qwen2.5-7B-Instruct-finetuned
cicatrix,bronchiectasis,0.93359375,0,Qwen2.5-7B-Instruct-finetuned
cicatrix,bronchiectasis,0.78125,0,Qwen2.5-7B-Instruct-finetuned
cicatrix,bronchiectasis,0.5234375,1,Qwen2.5-7B-Instruct-finetuned
pulmonary emphysema,calcinosis,0.14453125,0,Qwen2.5-7B-Instruct-finetuned
pulmonary emphysema,calcinosis,0.60546875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary emphysema,calcinosis,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
pulmonary opacity,pulmonary opacity,0.53515625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary opacity,pulmonary opacity,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary opacity,pulmonary opacity,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
pulmonary opacity,pulmonary opacity,0.9453125,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.80859375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.95703125,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.8515625,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,1.0,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,1.0,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.8984375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.212890625,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.96484375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.65234375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.1826171875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,atherosclerosis,0.169921875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,atherosclerosis,0.2275390625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,atherosclerosis,0.75390625,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,0.169921875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,0.1884765625,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,0.3203125,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,0.8359375,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,streaky opacity in opacity,0.94921875,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.80859375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.95703125,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.8515625,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,1.0,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,1.0,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.8984375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.212890625,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.96484375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.65234375,0,Qwen2.5-7B-Instruct-finetuned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.1826171875,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.2421875,0,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.384765625,1,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.81640625,1,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.95703125,1,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.859375,1,Qwen2.5-7B-Instruct-finetuned
lung hyperdistention in lung,lung hyperdistention in lung,0.9453125,1,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.2431640625,0,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.9765625,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,1.0,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,1.0,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.359375,1,Qwen2.5-7B-Instruct-finetuned
lung hypoinflation in lung,lung hypoinflation in lung,0.94921875,1,Qwen2.5-7B-Instruct-finetuned
pneumonia,patchy opacity in opacity,0.25,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,patchy opacity in opacity,0.70703125,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,patchy opacity in opacity,0.80078125,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,patchy opacity in opacity,0.2158203125,0,Qwen2.5-7B-Instruct-finetuned
pneumonia,patchy opacity in opacity,0.91015625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2353515625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.16796875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,calcinosis,0.2021484375,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
pneumothorax,pleural effusion,0.2197265625,0,Qwen2.5-7B-Instruct-finetuned
pneumothorax,pleural effusion,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
pneumothorax,pleural effusion,0.86328125,1,Qwen2.5-7B-Instruct-finetuned
pneumothorax,pleural effusion,0.9375,1,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.78515625,0,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.78515625,0,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.99609375,1,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.99609375,1,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",1.0,1,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.466796875,1,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",0.98828125,1,Qwen2.5-7B-Instruct-finetuned
"pulmonary disease, chronic ob","pulmonary disease, chronic obstructive",1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.22265625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.78515625,1,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.26171875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.9140625,1,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.6640625,1,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,0.8671875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary nodule,bilateral abnormality in nodule,1.0,1,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.169921875,0,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.5546875,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
pulmonary atelectasis,pulmonary atelectasis,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.27734375,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.2333984375,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.80078125,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.71875,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.94140625,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.88671875,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.94921875,0,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.9609375,1,Qwen2.5-7B-Instruct-finetuned
"fracture, bone",degenerative change in thoracic vertebrae,0.91015625,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
scoliosis,deformity,0.11279296875,0,Qwen2.5-7B-Instruct-finetuned
scoliosis,deformity,0.98828125,1,Qwen2.5-7B-Instruct-finetuned
scoliosis,deformity,0.95703125,1,Qwen2.5-7B-Instruct-finetuned
calcinosis,pulmonary nodule,0.625,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,pulmonary nodule,0.7890625,1,Qwen2.5-7B-Instruct-finetuned
calcinosis,pulmonary nodule,0.88671875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,pulmonary nodule,0.232421875,0,Qwen2.5-7B-Instruct-finetuned
calcinosis,pulmonary nodule,0.408203125,1,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
normal,normal,1.0,0,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.453125,0,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.158203125,0,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.984375,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,1.0,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.99609375,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.81640625,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.67578125,0,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.94921875,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,1.0,1,Qwen2.5-7B-Instruct-finetuned
bilateral abnormality in calc,bilateral abnormality in calcified granuloma,0.65234375,1,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.28515625,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.96875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.99609375,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.9921875,0,Qwen2.5-7B-Instruct-finetuned
cardiomegaly,cardiomegaly,0.2041015625,0,Qwen2.5-7B-Instruct-finetuned
spondylosishuman:,spondylosis,0.7421875,0,Qwen2.5-7B-Instruct-finetuned
spondylosishuman:,spondylosis,0.9296875,0,Qwen2.5-7B-Instruct-finetuned
spondylosishuman:,spondylosis,0.890625,0,Qwen2.5-7B-Instruct-finetuned
spondylosishuman:,spondylosis,0.921875,0,Qwen2.5-7B-Instruct-finetuned
spondylosishuman:,spondylosis,0.1591796875,0,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.3203125,0,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.96484375,1,Qwen2.5-7B-Instruct-finetuned
atherosclerosis,atherosclerosis,0.9765625,1,Qwen2.5-7B-Instruct-finetuned
