prompt,response,confidence,correct,model
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,cardiomegaly,0.154296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,cardiomegaly,0.7734375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,cardiomegaly,1.0,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,cardiomegaly,1.0,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,cardiomegaly,0.99609375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumonia,pneumonia,0.328125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumonia,pneumonia,0.1689453125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumonia,pneumonia,0.9609375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumonia,pneumonia,0.59765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,"bone diseases, metabolic",0.306640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,"bone diseases, metabolic",0.275390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,"bone diseases, metabolic",0.169921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,"bone diseases, metabolic",0.07763671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.1806640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9921875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.88671875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.13671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.5625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.119140625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.10595703125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.1923828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.169921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in thor,tortuous vessel in aorta,0.58984375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
granuloma,granuloma,0.46484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
granuloma,granuloma,0.0732421875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
granuloma,granuloma,0.13671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.73046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.9453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.1318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,1.0,0,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,0.0947265625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,0.4375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,0.98828125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,0.5078125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
lung hypoinflation in em,lung hypoinflation in lung,0.96484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.73046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.9453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.1318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.73046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.9453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.1318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,calcified granuloma,0.27734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,calcified granuloma,0.051025390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,calcified granuloma,0.451171875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,calcified granuloma,0.423828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,calcified granuloma,0.984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.1962890625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.068359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.458984375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.1533203125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.99609375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
degenerative change in spine,pulmonary atelectasis,0.93359375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
atelectasis,cicatrix,0.09423828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
atelectasis,cicatrix,0.1044921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
atelectasis,cicatrix,0.064453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcified granuloma,calcified granuloma,0.89453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcified granuloma,calcified granuloma,0.19921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcified granuloma,calcified granuloma,0.3984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcified granuloma,calcified granuloma,0.353515625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcified granuloma,calcified granuloma,1.0,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,cicatrix,0.2578125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,cicatrix,0.2333984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,cicatrix,0.2451171875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,atherosclerosis,0.1796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,atherosclerosis,0.9453125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,atherosclerosis,0.84765625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.1484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.107421875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.5703125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.9921875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.1298828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary hypoinflation,lung hypoinflation in lung,0.2265625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
foreign bodies,foreign bodies,0.1611328125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
foreign bodies,foreign bodies,0.33203125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
chronic lung disease,bronchiectasis,0.28515625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
chronic lung disease,bronchiectasis,0.67578125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
chronic lung disease,bronchiectasis,0.796875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
chronic lung disease,bronchiectasis,0.8359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary emphysema,calcinosis,0.06591796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary emphysema,calcinosis,0.373046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary emphysema,calcinosis,0.427734375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,pulmonary opacity,0.154296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,pulmonary opacity,0.87890625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,pulmonary opacity,0.99609375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,pulmonary opacity,0.6953125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.150390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.80859375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.71875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,1.0,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.9765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.17578125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.2236328125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.9375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.75390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm,elevated diaphragm in diaphragm,0.490234375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
atherosclerosis,atherosclerosis,0.2294921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
atherosclerosis,atherosclerosis,0.8828125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
atherosclerosis,atherosclerosis,0.7890625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.1806640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.07080078125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.84765625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.357421875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.193359375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,streaky opacity in opacity,0.384765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.07080078125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.52734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,1.0,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.99609375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.78125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.20703125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.98828125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.5,0,Qwen3-VL-8B-Instruct-RLVR_aligned
elevated diaphragm in di,elevated diaphragm in diaphragm,0.275390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,1.0,0,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,0.58984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,0.83984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,0.87109375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,0.61328125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
"pulmonary disease, chronic obstruct",lung hyperdistention in lung,0.1005859375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.73046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.9453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.1318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.1982421875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.38671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.91796875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.2216796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary congestion,lung hypoinflation in lung,0.185546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,patchy opacity in opacity,0.154296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,patchy opacity in opacity,0.71484375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,patchy opacity in opacity,0.609375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,patchy opacity in opacity,0.2490234375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary opacity,patchy opacity in opacity,0.30078125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
indwelling catheter,normal,0.123046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,calcinosis,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,calcinosis,0.34765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,calcinosis,0.546875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.12060546875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.21484375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,calcinosis,0.279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumothorax,pleural effusion,0.1875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumothorax,pleural effusion,0.859375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumothorax,pleural effusion,0.91796875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pneumothorax,pleural effusion,0.9296875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,cardiomegaly,0.12109375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,cardiomegaly,0.9921875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,cardiomegaly,0.58984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,cardiomegaly,0.408203125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
calcinosis,cardiomegaly,0.11083984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.1806640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.9375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.9921875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.88671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.11279296875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.2119140625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.98828125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,"pulmonary disease, chronic obstructive",0.95703125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.0986328125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.09375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.38671875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.1357421875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.134765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.78515625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary nodule,bilateral abnormality in nodule,0.5078125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.66796875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.734375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.73046875,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.9453125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
cardiomegaly,cardiomegaly,0.1318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.1806640625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9921875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.88671875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,1.0,1,Qwen3-VL-8B-Instruct-RLVR_aligned
pulmonary atelectasis,pulmonary atelectasis,0.9375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.1708984375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.0615234375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.89453125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.318359375,0,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.265625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.6953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.890625,1,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.84765625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.9609375,1,Qwen3-VL-8B-Instruct-RLVR_aligned
osteoporosis,degenerative change in thoracic vertebrae,0.82421875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
normal,normal,0.0177001953125,0,Qwen3-VL-8B-Instruct-RLVR_aligned
scoliosis,deformity,0.150390625,0,Qwen3-VL-8B-Instruct-RLVR_aligned
scoliosis,deformity,0.4296875,1,Qwen3-VL-8B-Instruct-RLVR_aligned
scoliosis,deformity,0.89453125,1,Qwen3-VL-8B-Instruct-RLVR_aligned
